transaction_id,invoice_id,xgb_probability,model_margin,amount_difference_percent,vendor_similarity,date_difference_days,reference_match,decision,decision_reason,explanation
TXN-6351,INV-0484,0.99994123,0.99963975,0.0,82.35294117647058,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6352,INV-0433,0.9998981,0.9998192,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6353,INV-0066,0.99907327,0.99800986,0.0,54.54545454545455,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6354,INV-0177,0.9999635,0.99989355,0.0,68.08510638297872,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6355,INV-0265,0.9999378,0.999637,0.0,100.0,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6356,INV-0349,0.9998229,0.99979794,0.0,53.333333333333336,1,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6357,INV-0239,0.99989605,0.99982506,0.0,100.0,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6358,INV-0450,0.999884,0.9979685,0.0,100.0,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6359,INV-0363,0.9992761,0.99866104,0.0,68.08510638297872,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6360,INV-0329,0.99853086,0.99680215,0.0,100.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6361,INV-0163,0.99716944,0.997156,0.0,41.37931034482759,3,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6362,INV-0463,0.99969625,0.9639882,0.0,100.0,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6363,INV-0413,0.9999386,0.9999325,0.0,46.15384615384615,13,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6364,INV-0295,0.9996346,0.99356025,0.0,61.224489795918366,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6365,INV-0210,0.9998944,0.9996673,0.0,68.08510638297872,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6366,INV-0211,0.9998882,0.99961185,0.0,100.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6367,INV-0270,0.9995278,0.998928,0.0,71.7948717948718,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6368,INV-0246,0.99984384,0.9997921,0.0,48.484848484848484,9,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6369,INV-0369,0.99994314,0.99960834,0.0,76.92307692307692,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date
TXN-6370,INV-0499,0.9998566,0.9998037,0.0,45.16129032258065,5,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6371,INV-0440,0.99991584,0.99981725,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6372,INV-0159,0.99990225,0.9996873,0.0,61.224489795918366,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6373,INV-0402,0.9995129,0.99433947,0.0,57.69230769230769,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6374,INV-0408,0.99985397,0.9683749,0.0,100.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6375,INV-0420,0.9999852,0.9924697,0.0,100.0,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6376,INV-0067,0.99904174,0.9975392,0.011368804001819008,82.35294117647058,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6377,INV-0283,0.0014990859,0.00045192486,0.8097165991902834,83.33333333333333,4,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity
TXN-6378,INV-0240,0.99978644,0.99421716,0.032137118371719335,48.484848484848484,1,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6379,INV-0189,0.00024056259,0.00023548836,4.6082949308755765,41.37931034482759,17,1,REVIEW,XGBoost confidence below threshold,Amount within tolerance + Invoice reference found
TXN-6380,INV-0444,0.9975569,0.9975473,0.03924646781789639,38.095238095238095,6,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6381,INV-0284,0.99532205,0.9951449,0.1533272002453235,54.54545454545455,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6382,INV-0185,0.00026608285,0.0002634724,0.5955926146515783,46.15384615384615,9,1,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Invoice reference found
TXN-6383,INV-0434,0.9996928,0.10051668,0.15765410688948447,58.8235294117647,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6384,INV-0253,0.99937683,0.99929917,0.021132713440405747,70.96774193548387,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6385,INV-0122,0.9998797,0.9980792,0.030662305805396566,75.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6386,INV-0072,0.99905306,0.96916294,0.12553351744915892,100.0,9,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6387,INV-0347,0.03263636,0.0,0.01881821603312006,100.0,321,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity
TXN-6388,INV-0415,0.99924845,0.99866855,0.03244646333549643,70.96774193548387,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date
TXN-6389,INV-0115,0.9999354,0.99983746,0.060994205550472705,82.35294117647058,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6390,INV-0261,0.9926649,0.9925727,0.12577034335303736,70.96774193548387,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date
TXN-6391,INV-0457,0.99906546,0.9988296,0.11574074074074073,59.64912280701754,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6392,INV-0090,0.9996939,0.99914825,0.06067961165048543,100.0,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6393,INV-0479,0.9999033,0.994652,0.011646866992778943,100.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6394,INV-0359,0.9986437,0.99795026,0.048,100.0,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6395,INV-0403,0.99992144,0.9998613,0.042078687144961074,61.224489795918366,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date
TXN-6396,INV-0365,0.99972934,0.99888545,0.01949317738791423,100.0,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6397,INV-0081,0.99981374,0.99980056,0.06548788474132286,38.297872340425535,18,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6398,INV-0154,0.9998776,0.9970851,0.01385809312638581,45.16129032258065,7,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6399,INV-0149,0.9999652,0.99915266,0.030721966205837174,50.0,20,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6400,INV-0278,0.9996451,0.9991456,0.0319693094629156,70.96774193548387,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6401,INV-0282,0.9997609,0.99932116,0.12652889076339097,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6402,INV-0034,0.0025494036,0.000395227,0.3800836183960471,100.0,14,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity
TXN-6403,INV-0364,0.99987733,0.9991673,0.14652014652014653,100.0,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6404,INV-0178,0.9999373,0.9998579,0.04812319538017325,82.35294117647058,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6405,INV-0342,0.9999565,0.9994868,0.08455467869222097,56.60377358490566,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6406,INV-0164,0.9991999,0.9991877,0.03349335715083175,50.0,2,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6407,INV-0350,0.999871,0.99858594,0.12800819252432155,100.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6408,INV-0045,0.99979514,0.97697705,0.01879699248120301,100.0,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6409,INV-0447,0.00055766606,0.00038384023,0.4636068613815485,57.69230769230769,19,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount
TXN-6410,INV-0366,0.0022031604,0.0021120687,0.398406374501992,100.0,13,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity
TXN-6411,INV-0089,0.0027513797,0.002677824,1.2345679012345678,75.0,2,0,REVIEW,XGBoost confidence below threshold,Amount within tolerance + Moderate vendor similarity + Close transaction date
TXN-6412,INV-0232,0.99712235,0.99711823,0.03885003885003885,38.297872340425535,8,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6413,INV-0038,0.9981845,0.9978906,0.011354604292040422,57.69230769230769,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6414,INV-0070,0.00038064728,0.00018474781,0.35799522673031026,75.0,9,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Moderate vendor similarity
TXN-6415,INV-0063,0.99891675,0.99880403,0.1414027149321267,75.0,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6416,INV-0252,0.13528152,0.0,0.0,100.0,1,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6417,INV-0356,0.14048524,0.0,0.0,100.0,2,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6418,INV-0110,0.18369864,0.0,0.0,100.0,4,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity
TXN-6419,INV-0361,0.18369864,0.0,0.0,100.0,4,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity
TXN-6420,INV-0397,0.17855889,0.0,0.0,100.0,3,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6421,INV-0061,0.18369864,0.0,0.0,100.0,4,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity
TXN-6422,INV-0199,0.13528152,0.0,0.0,100.0,1,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6423,INV-0266,0.6589403,0.0,0.0,100.0,5,0,REVIEW,Ambiguous candidate ranking,Exact/near-exact amount + Strong vendor similarity
TXN-6424,INV-0029,0.8658673,0.68730843,0.13796275005748448,100.0,9,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Strong vendor similarity
TXN-6425,INV-0059,0.14048524,0.0,0.0,100.0,2,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6426,INV-0143,0.18369864,0.0,0.0,100.0,4,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity
TXN-6427,INV-0333,0.17855889,0.0,0.0,100.0,3,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6428,INV-0458,0.99969685,0.041184604,0.0,100.0,8,0,REVIEW,Ambiguous candidate ranking,Exact/near-exact amount + Strong vendor similarity
TXN-6429,INV-0458,0.99684465,0.9967308,0.0,41.37931034482759,9,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6430,INV-0272,0.9998691,0.99981225,0.0,71.7948717948718,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6431,INV-0272,0.99992037,0.9971278,0.0,100.0,13,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Strong vendor similarity
TXN-6432,INV-0071,0.99990714,0.99984527,0.0,56.14035087719298,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6433,INV-0071,0.99858236,0.9985777,0.0,51.42857142857143,9,1,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Invoice reference found
TXN-6434,INV-0294,0.99984515,0.9987534,0.0,83.33333333333333,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6435,INV-0294,0.9690251,0.96901864,0.0,54.166666666666664,6,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount
TXN-6436,INV-0040,0.99990547,0.99700624,0.0,100.0,9,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6437,INV-0040,0.99921393,0.99889505,0.0,54.166666666666664,11,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount
TXN-6438,INV-0391,0.99984396,0.99950916,0.0,75.0,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date
TXN-6439,INV-0391,0.99985397,0.9985062,0.0,100.0,3,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6440,INV-0495,0.9996358,0.99815065,0.0,70.96774193548387,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6441,INV-0495,0.99923813,0.9861263,0.0,100.0,8,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Strong vendor similarity
TXN-6442,INV-0191,0.9999635,0.9998927,0.0,46.15384615384615,10,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6443,INV-0191,0.99961793,0.99884033,0.0,100.0,11,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Strong vendor similarity
TXN-6444,INV-0190,0.9992441,0.998141,0.0,57.69230769230769,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6445,INV-0190,0.9992847,0.99926454,0.0,38.297872340425535,6,1,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Invoice reference found
TXN-6446,INV-0231,0.97194165,0.97192943,0.0,54.166666666666664,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date
TXN-6447,INV-0231,0.99924135,0.9982127,0.0,100.0,3,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6448,INV-0489,0.99937785,0.999265,0.0,59.64912280701754,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6449,INV-0489,0.9996797,0.99884266,0.0,59.64912280701754,11,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount
TXN-6450,INV-0079,0.9996147,0.999605,0.0,51.42857142857143,7,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6451,INV-0079,0.99888915,0.99887884,0.0,51.42857142857143,9,1,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Invoice reference found
TXN-6452,INV-0310,0.99992096,0.9980951,0.0,83.33333333333333,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6453,INV-0310,0.99969435,0.99915993,0.0,100.0,6,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Strong vendor similarity
TXN-6454,INV-0017,0.99995136,0.9999235,0.0,45.16129032258065,10,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6455,INV-0017,0.999954,0.998936,0.0,100.0,14,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Strong vendor similarity
TXN-6456,INV-0291,0.9997813,0.9991541,0.0,100.0,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6457,INV-0291,0.9989385,0.99888873,0.0,60.714285714285715,11,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Moderate vendor similarity
TXN-6458,INV-0197,0.9998584,0.9988066,0.0,100.0,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6459,INV-0197,0.99935573,0.99859464,0.0,100.0,9,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Strong vendor similarity
TXN-6460,INV-0186,0.9998085,0.9997996,0.0,48.484848484848484,1,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6461,INV-0186,0.9998185,0.99927723,0.0,56.60377358490566,5,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount
TXN-6462,INV-0188,0.99977976,0.9995854,0.0,100.0,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6463,INV-0188,0.98847485,0.98847216,0.0,41.37931034482759,9,1,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Invoice reference found
TXN-6464,INV-0331,0.9996151,0.99763036,0.0,50.0,3,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6465,INV-0331,0.99883693,0.97544616,0.0,100.0,8,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Strong vendor similarity
TXN-6466,INV-0399,0.9997298,0.99913925,0.0,58.8235294117647,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6467,INV-0399,0.9993075,0.9991366,0.0,100.0,10,0,REVIEW,Invoice already assigned to another transaction,Exact/near-exact amount + Strong vendor similarity
TXN-6468,INV-0121,8.6175e-06,7.747167e-07,98.82377651753833,38.095238095238095,16,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
TXN-6469,INV-0337,1.4492776e-05,8.9757395e-07,95.68345323741008,39.21568627450981,15,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
TXN-6470,INV-0381,1.8883864e-05,0.0,66.39796351294018,36.36363636363637,16,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
TXN-6471,INV-0224,2.0908848e-05,0.0,73.52313167259787,31.818181818181813,15,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
TXN-6472,INV-0382,1.7521146e-05,2.3128632e-07,78.08695652173913,32.55813953488372,16,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
TXN-6473,INV-0171,6.884253e-05,4.793368e-05,0.12004801920768307,27.77777777777777,170,0,REVIEW,XGBoost confidence below threshold,Exact/near-exact amount
TXN-6474,INV-0086,2.0908848e-05,0.0,71.87127532777116,35.55555555555556,15,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
TXN-6475,INV-0324,2.0908848e-05,0.0,73.80952380952381,37.5,15,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
TXN-6476,INV-0439,1.29015025e-05,0.0,53.3999048977651,27.906976744186053,15,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
TXN-6477,INV-0447,2.405455e-05,1.7652801e-06,72.83263792304126,38.297872340425535,15,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
TXN-6478,INV-0393,6.0070392e-06,0.0,25.198938992042443,31.818181818181813,16,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
TXN-6479,INV-0138,1.5939766e-05,4.082176e-08,63.4024303073624,38.095238095238095,13,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
TXN-6480,INV-0417,5.074224e-06,0.0,99.08523908523908,36.36363636363637,15,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
TXN-6481,INV-0121,5.7780494e-06,1.3234558e-07,99.68494013862635,38.095238095238095,16,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
TXN-6482,INV-0200,1.29015025e-05,0.0,99.77954144620811,30.0,15,0,REVIEW,XGBoost confidence below threshold,Insufficient supporting evidence
