transaction_id,predicted_invoice_id,confidence,decision,amount_difference,amount_difference_percent,date_difference_days,vendor_similarity,reference_match,second_best_score,confidence_margin,reason,actual_invoice_id,actual_status
TXN-6351,INV-0484,76.5,REVIEW,0.0,0.0,20,86.49,False,67.23,9.27,Vendor/date evidence insufficient for automatic match,INV-0484,MATCH
TXN-6344,INV-0064,76.49,REVIEW,0.0,0.0,19,85.71,False,67.88,8.61,Vendor/date evidence insufficient for automatic match,INV-0064,MATCH
TXN-6312,INV-0492,76.21,REVIEW,0.0,0.0,14,81.08,False,53.86,22.35,Vendor/date evidence insufficient for automatic match,INV-0492,MATCH
TXN-6340,INV-0085,76.21,REVIEW,0.0,0.0,15,81.82,False,68.87,7.34,Ambiguous: competing invoice candidates have similar evidence,INV-0085,MATCH
TXN-6004,INV-0424,75.99,REVIEW,0.0,0.0,15,81.08,False,61.53,14.46,Vendor/date evidence insufficient for automatic match,INV-0424,MATCH
TXN-6201,INV-0351,75.73,REVIEW,0.0,0.0,16,80.95,False,67.95,7.78,Ambiguous: competing invoice candidates have similar evidence,INV-0351,MATCH
TXN-6117,INV-0008,75.55,REVIEW,0.0,0.0,18,81.82,False,66.47,9.08,Vendor/date evidence insufficient for automatic match,INV-0008,MATCH
TXN-6311,INV-0015,75.55,REVIEW,0.0,0.0,18,81.82,False,65.64,9.91,Vendor/date evidence insufficient for automatic match,INV-0015,MATCH
TXN-6112,INV-0200,75.32,REVIEW,0.0,0.0,19,81.82,False,66.79,8.53,Vendor/date evidence insufficient for automatic match,INV-0200,MATCH
TXN-6107,INV-0201,75.06,REVIEW,0.0,0.0,19,80.95,False,56.94,18.12,Vendor/date evidence insufficient for automatic match,INV-0201,MATCH
TXN-6056,INV-0237,78.42,REVIEW,0.0,0.0,1,78.79,False,63.66,14.76,Vendor/date evidence insufficient for automatic match,INV-0237,MATCH
TXN-6159,INV-0271,78.24,REVIEW,0.0,0.0,2,78.95,False,0.0,78.24,Vendor/date evidence insufficient for automatic match,INV-0271,MATCH
TXN-6175,INV-0117,77.97,REVIEW,0.0,0.0,3,78.79,False,61.56,16.41,Vendor/date evidence insufficient for automatic match,INV-0117,MATCH
TXN-6097,INV-0316,77.8,REVIEW,0.0,0.0,4,78.95,False,59.74,18.06,Vendor/date evidence insufficient for automatic match,INV-0316,MATCH
TXN-6354,INV-0177,77.75,REVIEW,0.0,0.0,4,78.79,False,56.25,21.5,Vendor/date evidence insufficient for automatic match,INV-0177,MATCH
TXN-6012,INV-0224,77.35,REVIEW,0.0,0.0,6,78.95,False,59.63,17.72,Vendor/date evidence insufficient for automatic match,INV-0224,MATCH
TXN-6359,INV-0363,77.3,REVIEW,0.0,0.0,6,78.79,False,65.37,11.93,Vendor/date evidence insufficient for automatic match,INV-0363,MATCH
TXN-6448,INV-0489,77.13,REVIEW,0.0,0.0,7,78.95,False,62.79,14.34,Vendor/date evidence insufficient for automatic match,INV-0489,MATCH
TXN-6269,INV-0127,77.08,REVIEW,0.0,0.0,7,78.79,False,66.75,10.33,Vendor/date evidence insufficient for automatic match,INV-0127,MATCH
TXN-6140,INV-0330,77.06,REVIEW,0.0,0.0,2,75.0,False,56.5,20.56,Vendor/date evidence insufficient for automatic match,INV-0330,MATCH
TXN-6219,INV-0418,77.06,REVIEW,0.0,0.0,2,75.0,False,66.59,10.47,Vendor/date evidence insufficient for automatic match,INV-0418,MATCH
TXN-6241,INV-0056,76.86,REVIEW,0.0,0.0,8,78.79,False,62.11,14.75,Vendor/date evidence insufficient for automatic match,INV-0056,MATCH
TXN-6298,INV-0248,76.39,REVIEW,0.0,0.0,5,75.0,False,54.58,21.81,Vendor/date evidence insufficient for automatic match,INV-0248,MATCH
TXN-6449,INV-0489,76.24,REVIEW,0.0,0.0,11,78.95,False,62.79,13.45,Vendor/date evidence insufficient for automatic match,INV-0489,DUPLICATE
TXN-6041,INV-0311,76.22,REVIEW,0.0,0.0,2,72.22,False,57.2,19.02,Vendor/date evidence insufficient for automatic match,INV-0311,MATCH
TXN-6001,INV-0020,76.19,REVIEW,0.0,0.0,11,78.79,False,68.33,7.86,Ambiguous: competing invoice candidates have similar evidence,INV-0020,MATCH
TXN-6242,INV-0062,76.17,REVIEW,0.0,0.0,6,75.0,False,67.47,8.7,Vendor/date evidence insufficient for automatic match,INV-0062,MATCH
TXN-6225,INV-0217,76.02,REVIEW,0.0,0.0,12,78.95,False,61.87,14.15,Vendor/date evidence insufficient for automatic match,INV-0217,MATCH
TXN-6050,INV-0276,75.97,REVIEW,0.0,0.0,12,78.79,False,56.59,19.38,Vendor/date evidence insufficient for automatic match,INV-0276,MATCH
TXN-6103,INV-0069,75.97,REVIEW,0.0,0.0,12,78.79,False,65.05,10.92,Vendor/date evidence insufficient for automatic match,INV-0069,MATCH
TXN-6432,INV-0071,75.78,REVIEW,0.0,0.0,4,72.22,False,61.94,13.84,Invoice already assigned; possible duplicate payment,INV-0071,MATCH
TXN-6078,INV-0097,75.64,REVIEW,0.0,0.0,2,70.27,False,60.34,15.3,Vendor/date evidence insufficient for automatic match,INV-0097,MATCH
TXN-6304,INV-0214,75.57,REVIEW,0.0,0.0,14,78.95,False,68.69,6.88,Ambiguous: competing invoice candidates have similar evidence,INV-0214,MATCH
TXN-6049,INV-0372,75.55,REVIEW,0.0,0.0,5,72.22,False,57.88,17.67,Vendor/date evidence insufficient for automatic match,INV-0372,MATCH
TXN-6271,INV-0137,75.53,REVIEW,0.0,0.0,14,78.79,False,63.92,11.61,Vendor/date evidence insufficient for automatic match,INV-0137,MATCH
TXN-6365,INV-0210,75.53,REVIEW,0.0,0.0,14,78.79,False,63.18,12.35,Vendor/date evidence insufficient for automatic match,INV-0210,MATCH
TXN-6136,INV-0151,75.5,REVIEW,0.0,0.0,9,75.0,False,57.76,17.74,Vendor/date evidence insufficient for automatic match,INV-0151,MATCH
TXN-6309,INV-0024,75.41,REVIEW,0.0,0.0,3,70.27,False,63.58,11.83,Vendor/date evidence insufficient for automatic match,INV-0024,MATCH
TXN-6061,INV-0486,75.19,REVIEW,0.0,0.0,4,70.27,False,61.71,13.48,Vendor/date evidence insufficient for automatic match,INV-0486,MATCH
TXN-6153,INV-0095,74.97,REVIEW,0.0,0.0,5,70.27,False,62.81,12.16,Vendor/date evidence insufficient for automatic match,INV-0095,MATCH
TXN-6466,INV-0399,74.97,REVIEW,0.0,0.0,5,70.27,False,60.0,14.97,Invoice already assigned; possible duplicate payment,INV-0399,MATCH
TXN-6336,INV-0404,74.44,REVIEW,0.0,0.0,10,72.22,False,59.03,15.41,Vendor/date evidence insufficient for automatic match,INV-0404,MATCH
TXN-6211,INV-0144,74.39,REVIEW,0.0,0.0,14,75.0,False,67.05,7.34,Ambiguous: competing invoice candidates have similar evidence,INV-0144,MATCH
TXN-6186,INV-0299,73.86,REVIEW,0.0,0.0,10,70.27,False,70.52,3.34,Ambiguous: competing invoice candidates have similar evidence,INV-0299,MATCH
TXN-6285,INV-0175,73.86,REVIEW,0.0,0.0,10,70.27,False,57.24,16.62,Vendor/date evidence insufficient for automatic match,INV-0175,MATCH
TXN-6272,INV-0388,73.55,REVIEW,0.0,0.0,14,72.22,False,64.34,9.21,Vendor/date evidence insufficient for automatic match,INV-0388,MATCH
TXN-6077,INV-0119,72.97,REVIEW,0.0,0.0,14,70.27,False,61.07,11.9,Vendor/date evidence insufficient for automatic match,INV-0119,MATCH
TXN-6188,INV-0037,72.97,REVIEW,0.0,0.0,14,70.27,False,30.72,42.25,Vendor/date evidence insufficient for automatic match,INV-0037,MATCH
TXN-6398,INV-0154,88.38,REVIEW,50.0,0.01,7,66.67,True,62.22,26.16,Amount mismatch prevents automatic reconciliation,INV-0154,AMOUNT_MISMATCH
TXN-6380,INV-0444,87.58,REVIEW,50.0,0.04,6,63.64,True,53.37,34.21,Amount mismatch prevents automatic reconciliation,INV-0444,AMOUNT_MISMATCH
TXN-6406,INV-0164,87.25,REVIEW,150.0,0.03,2,59.46,True,64.35,22.9,Amount mismatch prevents automatic reconciliation,INV-0164,AMOUNT_MISMATCH
TXN-6412,INV-0232,87.14,REVIEW,50.0,0.04,8,63.64,True,57.45,29.69,Amount mismatch prevents automatic reconciliation,INV-0232,AMOUNT_MISMATCH
TXN-6378,INV-0240,85.52,REVIEW,150.0,0.03,1,52.94,True,64.48,21.04,Amount mismatch prevents automatic reconciliation,INV-0240,AMOUNT_MISMATCH
TXN-6397,INV-0081,84.8,REVIEW,100.0,0.07,18,63.64,True,52.76,32.04,Amount mismatch prevents automatic reconciliation,INV-0081,AMOUNT_MISMATCH
TXN-6394,INV-0359,84.34,REVIEW,150.0,0.05,2,100.0,False,73.12,11.22,Amount mismatch prevents automatic reconciliation,INV-0359,AMOUNT_MISMATCH
TXN-6407,INV-0350,83.76,REVIEW,500.0,0.13,3,100.0,False,68.38,15.38,Amount mismatch prevents automatic reconciliation,INV-0350,AMOUNT_MISMATCH
TXN-6381,INV-0284,83.42,REVIEW,500.0,0.15,4,100.0,False,67.48,15.94,Amount mismatch prevents automatic reconciliation,INV-0284,AMOUNT_MISMATCH
TXN-6399,INV-0149,83.25,REVIEW,150.0,0.03,20,59.46,True,66.09,17.16,Amount mismatch prevents automatic reconciliation,INV-0149,AMOUNT_MISMATCH
TXN-6415,INV-0063,83.25,REVIEW,500.0,0.14,5,100.0,False,82.88,0.37,Amount mismatch prevents automatic reconciliation,INV-0063,AMOUNT_MISMATCH
TXN-6182,INV-0368,82.88,REVIEW,100.0,0.13,7,100.0,False,81.89,0.99,Amount mismatch prevents automatic reconciliation,INV-0011,MATCH
TXN-6382,INV-0185,82.74,REVIEW,500.0,0.6,9,58.06,True,61.09,21.65,Amount mismatch prevents automatic reconciliation,INV-0185,AMOUNT_MISMATCH
TXN-6396,INV-0365,82.69,REVIEW,50.0,0.02,10,100.0,False,64.59,18.1,Amount mismatch prevents automatic reconciliation,INV-0365,AMOUNT_MISMATCH
TXN-6386,INV-0072,82.43,REVIEW,500.0,0.13,9,100.0,False,75.3,7.13,Amount mismatch prevents automatic reconciliation,INV-0072,AMOUNT_MISMATCH
TXN-6387,INV-0416,82.37,REVIEW,500.0,0.19,8,100.0,False,74.91,7.46,Amount mismatch prevents automatic reconciliation,INV-0416,AMOUNT_MISMATCH
TXN-6085,INV-0349,82.28,REVIEW,1750.0,0.41,4,100.0,False,81.89,0.39,Amount mismatch prevents automatic reconciliation,INV-0407,MATCH
TXN-6392,INV-0090,82.28,REVIEW,50.0,0.06,11,100.0,False,63.91,18.37,Amount mismatch prevents automatic reconciliation,INV-0090,AMOUNT_MISMATCH
TXN-6408,INV-0045,81.8,REVIEW,50.0,0.02,14,100.0,False,74.58,7.22,Amount mismatch prevents automatic reconciliation,INV-0045,AMOUNT_MISMATCH
TXN-6403,INV-0364,81.67,REVIEW,500.0,0.15,12,100.0,False,70.23,11.44,Amount mismatch prevents automatic reconciliation,INV-0364,AMOUNT_MISMATCH
TXN-6414,INV-0070,81.39,REVIEW,150.0,0.36,9,100.0,False,53.15,28.24,Amount mismatch prevents automatic reconciliation,INV-0070,AMOUNT_MISMATCH
TXN-6393,INV-0479,80.72,REVIEW,50.0,0.01,19,100.0,False,68.9,11.82,Amount mismatch prevents automatic reconciliation,INV-0479,AMOUNT_MISMATCH
TXN-6385,INV-0122,80.64,REVIEW,150.0,0.03,19,100.0,False,79.25,1.39,Amount mismatch prevents automatic reconciliation,INV-0122,AMOUNT_MISMATCH
TXN-6377,INV-0283,80.47,REVIEW,500.0,0.81,4,100.0,False,68.37,12.1,Amount mismatch prevents automatic reconciliation,INV-0283,AMOUNT_MISMATCH
TXN-6376,INV-0067,80.45,REVIEW,50.0,0.01,2,86.49,False,69.82,10.63,Amount mismatch prevents automatic reconciliation,INV-0067,AMOUNT_MISMATCH
TXN-6401,INV-0282,80.43,REVIEW,150.0,0.13,18,100.0,False,57.77,22.66,Amount mismatch prevents automatic reconciliation,INV-0282,AMOUNT_MISMATCH
TXN-6410,INV-0366,80.32,REVIEW,500.0,0.4,13,100.0,False,57.14,23.18,Amount mismatch prevents automatic reconciliation,INV-0366,AMOUNT_MISMATCH
TXN-6402,INV-0034,80.18,REVIEW,500.0,0.38,14,100.0,False,67.07,13.11,Amount mismatch prevents automatic reconciliation,INV-0034,AMOUNT_MISMATCH
TXN-6395,INV-0403,80.08,REVIEW,100.0,0.04,2,85.71,False,54.06,26.02,Amount mismatch prevents automatic reconciliation,INV-0403,AMOUNT_MISMATCH
TXN-6411,INV-0089,79.0,REVIEW,100.0,1.23,2,100.0,False,0.0,79.0,Amount mismatch prevents automatic reconciliation,INV-0089,AMOUNT_MISMATCH
TXN-6413,INV-0038,78.73,REVIEW,50.0,0.01,13,88.89,False,69.12,9.61,Amount mismatch prevents automatic reconciliation,INV-0038,AMOUNT_MISMATCH
TXN-6389,INV-0115,78.01,REVIEW,100.0,0.06,12,86.49,False,55.0,23.01,Amount mismatch prevents automatic reconciliation,INV-0115,AMOUNT_MISMATCH
TXN-6373,INV-0031,77.98,REVIEW,700.0,0.2,3,81.82,False,77.77,0.21,Amount mismatch prevents automatic reconciliation,INV-0402,MATCH
TXN-6404,INV-0178,77.84,REVIEW,50.0,0.05,13,86.49,False,56.0,21.84,Amount mismatch prevents automatic reconciliation,INV-0178,AMOUNT_MISMATCH
TXN-6388,INV-0415,77.13,REVIEW,150.0,0.03,1,75.0,False,69.21,7.92,Amount mismatch prevents automatic reconciliation,INV-0415,AMOUNT_MISMATCH
TXN-6270,INV-0272,77.03,REVIEW,1300.0,0.27,2,78.95,False,74.69,2.34,Amount mismatch prevents automatic reconciliation,INV-0358,MATCH
TXN-6390,INV-0261,76.49,REVIEW,500.0,0.13,2,75.0,False,62.47,14.02,Amount mismatch prevents automatic reconciliation,INV-0261,AMOUNT_MISMATCH
TXN-6391,INV-0457,76.38,REVIEW,50.0,0.12,8,78.95,False,66.09,10.29,Amount mismatch prevents automatic reconciliation,INV-0457,AMOUNT_MISMATCH
TXN-6400,INV-0278,76.35,REVIEW,100.0,0.03,19,85.71,False,65.06,11.29,Amount mismatch prevents automatic reconciliation,INV-0278,AMOUNT_MISMATCH
TXN-6379,INV-0189,75.49,REVIEW,500.0,4.61,17,100.0,True,40.92,34.57,Amount mismatch prevents automatic reconciliation,INV-0189,AMOUNT_MISMATCH
TXN-6126,INV-0393,75.13,REVIEW,0.0,0.0,16,78.95,False,68.09,7.04,Ambiguous: competing invoice candidates have similar evidence,INV-0393,MATCH
TXN-6025,INV-0335,75.08,REVIEW,0.0,0.0,16,78.79,False,66.76,8.32,Vendor/date evidence insufficient for automatic match,INV-0335,MATCH
TXN-6079,INV-0374,74.86,REVIEW,0.0,0.0,17,78.79,False,58.28,16.58,Vendor/date evidence insufficient for automatic match,INV-0374,MATCH
TXN-6091,INV-0194,74.56,REVIEW,0.0,0.0,2,66.67,False,58.37,16.19,Vendor/date evidence insufficient for automatic match,INV-0194,MATCH
TXN-6208,INV-0142,74.33,REVIEW,0.0,0.0,3,66.67,False,54.45,19.88,Vendor/date evidence insufficient for automatic match,INV-0142,MATCH
TXN-6461,INV-0186,73.89,REVIEW,0.0,0.0,5,66.67,False,54.08,19.81,Invoice already assigned; possible duplicate payment,INV-0186,DUPLICATE
TXN-6086,INV-0307,73.72,REVIEW,0.0,0.0,17,75.0,False,64.36,9.36,Vendor/date evidence insufficient for automatic match,INV-0307,MATCH
TXN-6319,INV-0304,73.67,REVIEW,0.0,0.0,6,66.67,False,54.63,19.04,Vendor/date evidence insufficient for automatic match,INV-0304,MATCH
TXN-6384,INV-0253,73.63,REVIEW,50.0,0.02,17,75.0,False,64.44,9.19,Amount mismatch prevents automatic reconciliation,INV-0253,AMOUNT_MISMATCH
TXN-6224,INV-0028,73.28,REVIEW,0.0,0.0,19,75.0,False,63.04,10.24,Vendor/date evidence insufficient for automatic match,INV-0028,MATCH
TXN-6409,INV-0447,73.24,REVIEW,500.0,0.46,19,81.82,False,58.59,14.65,Amount mismatch prevents automatic reconciliation,INV-0447,AMOUNT_MISMATCH
TXN-6213,INV-0383,73.11,REVIEW,0.0,0.0,16,72.22,False,65.78,7.33,Ambiguous: competing invoice candidates have similar evidence,INV-0383,MATCH
TXN-6002,INV-0421,72.67,REVIEW,0.0,0.0,18,72.22,False,62.33,10.34,Vendor/date evidence insufficient for automatic match,INV-0421,MATCH
TXN-6214,INV-0387,72.67,REVIEW,0.0,0.0,18,72.22,False,60.23,12.44,Vendor/date evidence insufficient for automatic match,INV-0387,MATCH
TXN-6220,INV-0477,72.56,REVIEW,0.0,0.0,11,66.67,False,57.32,15.24,Vendor/date evidence insufficient for automatic match,INV-0477,MATCH
TXN-6109,INV-0370,71.86,REVIEW,0.0,0.0,19,70.27,False,56.92,14.94,Vendor/date evidence insufficient for automatic match,INV-0370,MATCH
TXN-6104,INV-0169,71.67,REVIEW,0.0,0.0,15,66.67,False,65.96,5.71,Ambiguous: competing invoice candidates have similar evidence,INV-0169,MATCH
TXN-6131,INV-0306,71.22,REVIEW,0.0,0.0,17,66.67,False,49.72,21.5,Vendor/date evidence insufficient for automatic match,INV-0306,MATCH
TXN-6260,INV-0168,71.22,REVIEW,0.0,0.0,17,66.67,False,57.85,13.37,Vendor/date evidence insufficient for automatic match,INV-0168,MATCH
TXN-6383,INV-0434,71.15,REVIEW,500.0,0.16,19,70.27,False,63.71,7.44,Amount mismatch prevents automatic reconciliation,INV-0434,AMOUNT_MISMATCH
TXN-6240,INV-0150,71.0,REVIEW,0.0,0.0,18,66.67,False,63.34,7.66,Ambiguous: competing invoice candidates have similar evidence,INV-0150,MATCH
TXN-6405,INV-0342,70.84,REVIEW,150.0,0.08,17,66.67,False,58.09,12.75,Amount mismatch prevents automatic reconciliation,INV-0342,AMOUNT_MISMATCH
TXN-6278,INV-0449,70.78,REVIEW,0.0,0.0,19,66.67,False,66.12,4.66,Ambiguous: competing invoice candidates have similar evidence,INV-0449,MATCH
