transaction_id,transaction_date,description,amount,currency,transaction_type,reference,bank_status
TXN-6405,2026-01-07,UPI/VANGUARD SEC@okbank/PAYMENT,177250.0,INR,CREDIT,REF-TXN-6405,SETTLED
TXN-6406,2026-06-30,IMPS/STERLING/INV/2025-26/1164,447700.0,INR,CREDIT,REF-TXN-6406,SETTLED
TXN-6407,2026-04-13,BANK TRANSFER METRO LOGISTICS SOLUTIONS,390100.0,INR,CREDIT,REF-TXN-6407,SETTLED
TXN-6408,2026-05-15,NEFT/VANGUARD SECURITY SERVICES,265950.0,INR,CREDIT,REF-TXN-6408,SETTLED
TXN-6409,2026-07-14,RTGS/VANGUARD SECURI/REF-629979,107350.0,INR,CREDIT,REF-TXN-6409,SETTLED
TXN-6410,2026-08-23,BANK TRANSFER KAVERI ENTERPRISES SOLUTIONS,125000.0,INR,CREDIT,REF-TXN-6410,SETTLED
TXN-6411,2026-04-17,RTGS/METRO LOGISTICS/REF-794622,8200.0,INR,CREDIT,REF-TXN-6411,SETTLED
TXN-6412,2025-09-02,IMPS/METRO/INV/2025-26/1232,128650.0,INR,CREDIT,REF-TXN-6412,SETTLED
TXN-6413,2026-01-20,UPI/METRO LOGIST@okbank/PAYMENT,440300.0,INR,CREDIT,REF-TXN-6413,SETTLED
TXN-6414,2026-08-01,RTGS/METRO LOGISTICS/REF-178315,41750.0,INR,CREDIT,REF-TXN-6414,SETTLED
TXN-6415,2026-02-26,RTGS/METRO LOGISTICS/REF-214266,354100.0,INR,CREDIT,REF-TXN-6415,SETTLED
TXN-6416,2026-03-31,NEFT/BHARAT FUEL SERVICES/GENERIC PAY,452400.0,INR,CREDIT,REF-TXN-6416,SETTLED
TXN-6417,2025-10-06,NEFT/BHARAT FUEL SERVICES/GENERIC PAY,60700.0,INR,CREDIT,REF-TXN-6417,SETTLED
TXN-6418,2026-05-31,NEFT/ZEPHYR DIGITAL MEDIA/GENERIC PAY,108750.0,INR,CREDIT,REF-TXN-6418,SETTLED
TXN-6419,2026-01-14,NEFT/CLOUDNOVA TECHNOLOGIES PVT LTD/GENERIC PAY,272400.0,INR,CREDIT,REF-TXN-6419,SETTLED
TXN-6420,2026-01-29,NEFT/STERLING OFFICE SUPPLIES/GENERIC PAY,800.0,INR,CREDIT,REF-TXN-6420,SETTLED
TXN-6421,2026-06-20,NEFT/ZEPHYR DIGITAL MEDIA/GENERIC PAY,352650.0,INR,CREDIT,REF-TXN-6421,SETTLED
TXN-6422,2025-10-10,NEFT/TRIDENT SUPPLY CHAIN SOLUTIONS/GENERIC PAY,186850.0,INR,CREDIT,REF-TXN-6422,SETTLED
TXN-6423,2026-01-15,NEFT/TRIDENT SUPPLY CHAIN SOLUTIONS/GENERIC PAY,417350.0,INR,CREDIT,REF-TXN-6423,SETTLED
TXN-6424,2025-10-25,NEFT/APEX INFRAWORKS INDIA/GENERIC PAY,217150.0,INR,CREDIT,REF-TXN-6424,SETTLED
TXN-6425,2026-01-23,NEFT/METRO LOGISTICS SOLUTIONS/GENERIC PAY,452700.0,INR,CREDIT,REF-TXN-6425,SETTLED
TXN-6426,2026-08-02,NEFT/KAVERI ENTERPRISES SOLUTIONS/GENERIC PAY,257650.0,INR,CREDIT,REF-TXN-6426,SETTLED
TXN-6427,2026-01-17,NEFT/BHARAT FUEL SERVICES/GENERIC PAY,334800.0,INR,CREDIT,REF-TXN-6427,SETTLED
TXN-6428,2025-10-23,NEFT/ORIG-KAVERI ENTERPRISES SOLUTIONS,454750.0,INR,CREDIT,REF-TXN-6428,SETTLED
TXN-6429,2025-10-24,IMPS/KAVERI/INV/2025-26/1458,454750.0,INR,CREDIT,REF-TXN-6429,SETTLED
TXN-6430,2026-06-26,RTGS/TRIDENT SUPPLY /REF-142288,481300.0,INR,CREDIT,REF-TXN-6430,SETTLED
TXN-6431,2026-06-29,NEFT/DUP-TRIDENT SUPPLY CHAIN SOLUTIONS,481300.0,INR,CREDIT,REF-TXN-6431,SETTLED
TXN-6432,2025-12-27,UPI/CLOUDNOVA TE@okbank/PAYMENT,76900.0,INR,CREDIT,REF-TXN-6432,SETTLED
TXN-6433,2026-01-01,IMPS/CLOUDNOVA/INV/2025-26/1071,76900.0,INR,CREDIT,REF-TXN-6433,SETTLED
TXN-6434,2025-10-08,RTGS/APEX INFRAWORKS/REF-959926,143900.0,INR,CREDIT,REF-TXN-6434,SETTLED
TXN-6435,2025-10-09,UPI/APEX INFRAWO@okbank/PAYMENT,143900.0,INR,CREDIT,REF-TXN-6435,SETTLED
TXN-6436,2025-09-03,BANK TRANSFER APEX INFRAWORKS INDIA,372150.0,INR,CREDIT,REF-TXN-6436,SETTLED
TXN-6437,2025-09-05,UPI/APEX INFRAWO@okbank/PAYMENT,372150.0,INR,CREDIT,REF-TXN-6437,SETTLED
TXN-6438,2026-04-03,RTGS/METRO LOGISTICS/REF-942946,283250.0,INR,CREDIT,REF-TXN-6438,SETTLED
TXN-6439,2026-04-04,NEFT/DUP-METRO LOGISTICS SOLUTIONS,283250.0,INR,CREDIT,REF-TXN-6439,SETTLED
TXN-6440,2026-02-17,RTGS/BHARAT FUEL SER/REF-237064,317200.0,INR,CREDIT,REF-TXN-6440,SETTLED
TXN-6441,2026-02-21,NEFT/DUP-BHARAT FUEL SERVICES,317200.0,INR,CREDIT,REF-TXN-6441,SETTLED
TXN-6442,2026-04-13,IMPS/BHARAT/INV/2025-26/1191,125800.0,INR,CREDIT,REF-TXN-6442,SETTLED
TXN-6443,2026-04-14,NEFT/DUP-BHARAT FUEL SERVICES,125800.0,INR,CREDIT,REF-TXN-6443,SETTLED
TXN-6444,2026-03-01,UPI/METRO LOGIST@okbank/PAYMENT,355600.0,INR,CREDIT,REF-TXN-6444,SETTLED
TXN-6445,2026-03-03,IMPS/METRO/INV/2025-26/1190,355600.0,INR,CREDIT,REF-TXN-6445,SETTLED
TXN-6446,2025-11-22,UPI/APEX INFRAWO@okbank/PAYMENT,196950.0,INR,CREDIT,REF-TXN-6446,SETTLED
TXN-6447,2025-11-23,BANK TRANSFER APEX INFRAWORKS INDIA,196950.0,INR,CREDIT,REF-TXN-6447,SETTLED
TXN-6448,2025-09-22,UPI/TRIDENT SUPP@okbank/PAYMENT,165600.0,INR,CREDIT,REF-TXN-6448,SETTLED
TXN-6449,2025-09-26,UPI/TRIDENT SUPP@okbank/PAYMENT,165600.0,INR,CREDIT,REF-TXN-6449,SETTLED
TXN-6450,2026-05-02,IMPS/CLOUDNOVA/INV/2025-26/1079,479050.0,INR,CREDIT,REF-TXN-6450,SETTLED
TXN-6451,2026-05-04,IMPS/CLOUDNOVA/INV/2025-26/1079,479050.0,INR,CREDIT,REF-TXN-6451,SETTLED
TXN-6452,2026-07-16,RTGS/APEX INFRAWORKS/REF-567676,80050.0,INR,CREDIT,REF-TXN-6452,SETTLED
TXN-6453,2026-07-17,BANK TRANSFER APEX INFRAWORKS INDIA,80050.0,INR,CREDIT,REF-TXN-6453,SETTLED
TXN-6454,2025-12-31,IMPS/TRIDENT/INV/2025-26/1017,65850.0,INR,CREDIT,REF-TXN-6454,SETTLED
TXN-6455,2026-01-04,BANK TRANSFER TRIDENT SUPPLY CHAIN SOLUTIONS,65850.0,INR,CREDIT,REF-TXN-6455,SETTLED
TXN-6456,2026-03-03,NEFT/ORIG-CLOUDNOVA TECHNOLOGIES PVT LTD,240800.0,INR,CREDIT,REF-TXN-6456,SETTLED
TXN-6457,2026-03-06,RTGS/CLOUDNOVA TECHN/REF-501620,240800.0,INR,CREDIT,REF-TXN-6457,SETTLED
TXN-6458,2025-09-14,BANK TRANSFER OMNIWARE SYSTEMS INDIA,276050.0,INR,CREDIT,REF-TXN-6458,SETTLED
TXN-6459,2025-09-16,BANK TRANSFER OMNIWARE SYSTEMS INDIA,276050.0,INR,CREDIT,REF-TXN-6459,SETTLED
TXN-6460,2026-06-10,IMPS/VANGUARD/INV/2025-26/1186,99650.0,INR,CREDIT,REF-TXN-6460,SETTLED
TXN-6461,2026-06-14,UPI/VANGUARD SEC@okbank/PAYMENT,99650.0,INR,CREDIT,REF-TXN-6461,SETTLED
TXN-6462,2026-05-16,BANK TRANSFER KAVERI ENTERPRISES SOLUTIONS,56950.0,INR,CREDIT,REF-TXN-6462,SETTLED
TXN-6463,2026-05-19,IMPS/KAVERI/INV/2025-26/1188,56950.0,INR,CREDIT,REF-TXN-6463,SETTLED
TXN-6464,2026-06-23,IMPS/STERLING/INV/2025-26/1331,343800.0,INR,CREDIT,REF-TXN-6464,SETTLED
TXN-6465,2026-06-28,NEFT/DUP-STERLING OFFICE SUPPLIES,343800.0,INR,CREDIT,REF-TXN-6465,SETTLED
TXN-6466,2026-08-06,UPI/STERLING OFF@okbank/PAYMENT,458200.0,INR,CREDIT,REF-TXN-6466,SETTLED
TXN-6467,2026-08-11,BANK TRANSFER STERLING OFFICE SUPPLIES,458200.0,INR,CREDIT,REF-TXN-6467,SETTLED
TXN-6468,2025-12-21,VENDOR REFUND OUTWARD,5600.0,INR,DEBIT,REF-TXN-6468,SETTLED
TXN-6469,2025-12-28,VENDOR REFUND OUTWARD,14100.0,INR,DEBIT,REF-TXN-6469,SETTLED
TXN-6470,2026-05-24,BANK CHARGES,39600.0,INR,DEBIT,REF-TXN-6470,SETTLED
TXN-6471,2025-12-14,SALARY PAYROLL,18600.0,INR,DEBIT,REF-TXN-6471,SETTLED
TXN-6472,2025-11-20,VENDOR REFUND OUTWARD,12600.0,INR,DEBIT,REF-TXN-6472,SETTLED
TXN-6473,2026-06-23,GST TAX PAYMENT,41700.0,INR,DEBIT,REF-TXN-6473,SETTLED
TXN-6474,2026-08-16,GST TAX PAYMENT,47200.0,INR,DEBIT,REF-TXN-6474,SETTLED
TXN-6475,2026-06-22,BANK CHARGES,36500.0,INR,DEBIT,REF-TXN-6475,SETTLED
TXN-6476,2026-08-17,GST TAX PAYMENT,49000.0,INR,DEBIT,REF-TXN-6476,SETTLED
TXN-6477,2026-06-10,VENDOR REFUND OUTWARD,29300.0,INR,DEBIT,REF-TXN-6477,SETTLED
TXN-6478,2025-11-28,SALARY PAYROLL,28200.0,INR,DEBIT,REF-TXN-6478,SETTLED
TXN-6479,2026-01-29,VENDOR REFUND OUTWARD,25600.0,INR,DEBIT,REF-TXN-6479,SETTLED
TXN-6480,2025-09-12,BANK CHARGES,3300.0,INR,DEBIT,REF-TXN-6480,SETTLED
TXN-6481,2025-12-21,VENDOR REFUND OUTWARD,1500.0,INR,DEBIT,REF-TXN-6481,SETTLED
TXN-6482,2026-05-20,SALARY PAYROLL,500.0,INR,DEBIT,REF-TXN-6482,SETTLED
